qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	ID	Entry Name	Protein Name	Organism	Gene Name	Keywords	Comments
AUGUSTUS_g1.t1	tr|A0A3B6KB96|A0A3B6KB96_WHEAT	29.550	467	273	15	226	670	46	478	1.71e-38	151	A0A3B6KB96	A0A3B6KB96_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_063855 {ECO:0000313|EMBL:KAF7056452.1}']}]	['Coiled coil', 'Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A3B6KAG9|A0A3B6KAG9_WHEAT	29.550	467	273	15	226	670	38	470	2.66e-38	150	A0A3B6KAG9	A0A3B6KAG9_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_063855 {ECO:0000313|EMBL:KAF7056453.1}']}]	['Coiled coil', 'Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A080YU51|A0A080YU51_WHEAT	29.218	486	282	17	187	649	3	449	1.61e-37	149	A0A080YU51	A0A080YU51_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_023560 {ECO:0000313|EMBL:KAF7008911.1}', 'TRAES_3BF072500070CFD_c1 {ECO:0000313|EMBL:CDM86906.1}']}]	['Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A3B6QB63|A0A3B6QB63_WHEAT	32.367	414	235	15	245	645	59	440	1.84e-37	151	A0A3B6QB63	A0A3B6QB63_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_090746 {ECO:0000313|EMBL:KAF7087568.1}']}]	['Coiled coil', 'Membrane', 'Reference proteome', 'Transmembrane', 'Transmembrane helix']	[]
AUGUSTUS_g1.t1	tr|A0A3B6QB18|A0A3B6QB18_WHEAT	32.367	414	235	15	245	645	93	474	3.03e-37	150	A0A3B6QB18	A0A3B6QB18_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_090746 {ECO:0000313|EMBL:KAF7087567.1}']}]	['Coiled coil', 'Membrane', 'Reference proteome', 'Transmembrane', 'Transmembrane helix']	[]
AUGUSTUS_g1.t1	tr|A0A3B6H6Z8|A0A3B6H6Z8_WHEAT	28.750	480	291	12	187	649	2	447	5.88e-37	147	A0A3B6H6Z8	A0A3B6H6Z8_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_050485 {ECO:0000313|EMBL:KAF7040593.1}']}]	['Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A3B6RPC3|A0A3B6RPC3_WHEAT	32.542	421	235	14	242	646	56	443	7.03e-37	149	A0A3B6RPC3	A0A3B6RPC3_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_099364 {ECO:0000313|EMBL:KAF7097562.1}']}]	['Membrane', 'Reference proteome', 'Transmembrane', 'Transmembrane helix']	[]
AUGUSTUS_g1.t1	tr|A0A3B6TP80|A0A3B6TP80_WHEAT	32.057	418	235	14	245	646	59	443	2.31e-36	147	A0A3B6TP80	A0A3B6TP80_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_110647 {ECO:0000313|EMBL:KAF7110560.1}']}]	['Membrane', 'Reference proteome', 'Transmembrane', 'Transmembrane helix']	[]
AUGUSTUS_g1.t1	tr|A0A3B6MJI1|A0A3B6MJI1_WHEAT	27.922	462	285	13	226	672	36	464	2.64e-36	144	A0A3B6MJI1	A0A3B6MJI1_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_075520 {ECO:0000313|EMBL:KAF7069950.1}']}]	['Coiled coil', 'Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A3B6TPN3|A0A3B6TPN3_WHEAT	29.688	448	250	11	249	670	55	463	2.89e-36	145	A0A3B6TPN3	A0A3B6TPN3_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_110820 {ECO:0000313|EMBL:KAF7110736.1}']}]	['Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A3B6D4X3|A0A3B6D4X3_WHEAT	31.407	398	237	10	239	614	309	692	9.67e-36	146	A0A3B6D4X3	A0A3B6D4X3_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0008006|Google:ProtNLM};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_030285 {ECO:0000313|EMBL:KAF7016749.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6D4X3|A0A3B6D4X3_WHEAT	43.333	60	31	1	76	132	124	183	3.87e-09	62.0	A0A3B6D4X3	A0A3B6D4X3_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0008006|Google:ProtNLM};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_030285 {ECO:0000313|EMBL:KAF7016749.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6BY07|A0A3B6BY07_WHEAT	31.095	402	242	9	239	614	307	699	4.43e-35	144	A0A3B6BY07	A0A3B6BY07_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0008006|Google:ProtNLM};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_021054 {ECO:0000313|EMBL:KAF7005979.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6BY07|A0A3B6BY07_WHEAT	43.333	60	31	1	76	132	121	180	3.22e-09	62.4	A0A3B6BY07	A0A3B6BY07_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0008006|Google:ProtNLM};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_021054 {ECO:0000313|EMBL:KAF7005979.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6PE70|A0A3B6PE70_WHEAT	37.175	269	134	8	188	454	266	501	5.20e-35	141	A0A3B6PE70	A0A3B6PE70_WHEAT	RecName: Full=Protein kinase domain-containing protein {ECO:0008006|Google:ProtNLM};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_086301 {ECO:0000313|EMBL:KAF7082429.1}']}]	['Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A3B6SPU4|A0A3B6SPU4_WHEAT	31.591	421	239	14	242	646	56	443	5.96e-35	143	A0A3B6SPU4	A0A3B6SPU4_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_104402 {ECO:0000313|EMBL:KAF7103413.1}']}]	['Membrane', 'Reference proteome', 'Transmembrane', 'Transmembrane helix']	[]
AUGUSTUS_g1.t1	tr|A0A3B6BX13|A0A3B6BX13_WHEAT	28.953	449	257	17	249	672	527	938	6.57e-33	138	A0A3B6BX13	A0A3B6BX13_WHEAT	RecName: Full=Protein kinase domain-containing protein {ECO:0008006|Google:ProtNLM};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_020734 {ECO:0000313|EMBL:KAF7005624.1}']}]	['ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Kinase', 'Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Reference proteome', 'Transferase']	[]
AUGUSTUS_g1.t1	tr|A0A3B6LF58|A0A3B6LF58_WHEAT	27.790	457	287	15	226	670	36	461	4.07e-32	132	A0A3B6LF58	A0A3B6LF58_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_069529 {ECO:0000313|EMBL:KAF7062991.1}']}]	['Coiled coil', 'Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A3B6BX23|A0A3B6BX23_WHEAT	29.398	432	252	16	258	672	22	417	6.92e-32	133	A0A3B6BX23	A0A3B6BX23_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_020745 {ECO:0000313|EMBL:KAF7005636.1}']}]	['Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A3B6LLB7|A0A3B6LLB7_WHEAT	30.769	312	164	9	77	358	75	364	1.17e-30	128	A0A3B6LLB7	A0A3B6LLB7_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_071288 {ECO:0000313|EMBL:KAF7065132.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B5Z207|A0A3B5Z207_WHEAT	27.013	385	242	12	268	645	406	758	1.62e-30	130	A0A3B5Z207	A0A3B5Z207_WHEAT	RecName: Full=Protein kinase domain-containing protein {ECO:0008006|Google:ProtNLM};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_008221 {ECO:0000313|EMBL:KAF6991104.1}']}]	['ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Kinase', 'Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Reference proteome', 'Transferase']	[]
AUGUSTUS_g1.t1	tr|A0A3B6LKZ6|A0A3B6LKZ6_WHEAT	30.769	312	164	9	77	358	72	361	1.82e-30	128	A0A3B6LKZ6	A0A3B6LKZ6_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_071288 {ECO:0000313|EMBL:KAF7065131.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6KET4|A0A3B6KET4_WHEAT	29.706	340	180	9	49	358	54	364	2.13e-30	127	A0A3B6KET4	A0A3B6KET4_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_065551 {ECO:0000313|EMBL:KAF7058509.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6MQM2|A0A3B6MQM2_WHEAT	30.449	312	165	8	77	358	116	405	3.71e-30	127	A0A3B6MQM2	A0A3B6MQM2_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_077269 {ECO:0000313|EMBL:KAF7072088.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6ITY4|A0A3B6ITY4_WHEAT	28.133	391	240	16	271	649	426	787	2.05e-29	126	A0A3B6ITY4	A0A3B6ITY4_WHEAT	RecName: Full=Protein kinase domain-containing protein {ECO:0000259|PROSITE:PS50011};	Triticum aestivum (Wheat).	[]	['ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Kinase', 'Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Reference proteome', 'Transferase']	[]
AUGUSTUS_g1.t1	tr|A0A3B6H144|A0A3B6H144_WHEAT	25.062	403	248	13	262	645	439	806	2.09e-23	107	A0A3B6H144	A0A3B6H144_WHEAT	RecName: Full=Protein kinase domain-containing protein {ECO:0008006|Google:ProtNLM};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_049608 {ECO:0000313|EMBL:KAF7039649.1}']}]	['ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Kinase', 'Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Reference proteome', 'Transferase']	[]
AUGUSTUS_g1.t1	tr|A0A3B6H4N8|A0A3B6H4N8_WHEAT	25.062	403	248	13	262	645	438	805	2.14e-23	107	A0A3B6H4N8	A0A3B6H4N8_WHEAT	RecName: Full=Protein kinase domain-containing protein {ECO:0008006|Google:ProtNLM};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_049608 {ECO:0000313|EMBL:KAF7039648.1}']}]	['ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Kinase', 'Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Reference proteome', 'Transferase']	[]
AUGUSTUS_g1.t1	tr|W5C9L8|W5C9L8_WHEAT	24.490	392	251	11	264	645	407	763	4.24e-22	103	W5C9L8	W5C9L8_WHEAT	SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:SPT15977.1};	Triticum aestivum (Wheat).	[{'ORFNames': ['CAMPLR22A2D_LOCUS570 {ECO:0000313|EMBL:SPT15977.1}', 'CFC21_027669 {ECO:0000313|EMBL:KAF7013599.1}']}]	['ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Kinase', 'Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Reference proteome', 'Transferase']	[]
AUGUSTUS_g1.t1	tr|A0A3B6T7D9|A0A3B6T7D9_WHEAT	28.218	404	236	14	293	672	48	421	2.11e-21	100	A0A3B6T7D9	A0A3B6T7D9_WHEAT	RecName: Full=VWFA domain-containing protein {ECO:0000259|PROSITE:PS50234};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_106417 {ECO:0000313|EMBL:KAF7105633.1}']}]	['Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A3B6SLL9|A0A3B6SLL9_WHEAT	24.731	279	165	7	416	670	36	293	2.13e-08	58.5	A0A3B6SLL9	A0A3B6SLL9_WHEAT	RecName: Full=VWA-Hint protein Vwaint domain-containing protein {ECO:0000259|Pfam:PF14624};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_104589 {ECO:0000313|EMBL:KAF7103617.1}']}]	['Reference proteome']	[]
AUGUSTUS_g1.t1	tr|A0A3B6NJY8|A0A3B6NJY8_WHEAT	44.681	47	24	2	80	126	125	169	3.11e-05	47.8	A0A3B6NJY8	A0A3B6NJY8_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_081911 {ECO:0000313|EMBL:KAF7077351.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6ESU3|A0A3B6ESU3_WHEAT	35.821	67	42	1	75	141	177	242	5.48e-05	47.4	A0A3B6ESU3	A0A3B6ESU3_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[]	['Metal-binding', 'Reference proteome', 'Transferase', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};']
AUGUSTUS_g1.t1	tr|A0A3B6UB57|A0A3B6UB57_WHEAT	44.681	47	24	2	80	126	125	169	5.55e-05	47.0	A0A3B6UB57	A0A3B6UB57_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_112308 {ECO:0000313|EMBL:MBC2899475.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6RAP8|A0A3B6RAP8_WHEAT	36.364	77	40	3	55	125	76	149	9.42e-05	45.4	A0A3B6RAP8	A0A3B6RAP8_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_095194 {ECO:0000313|EMBL:KAF7092737.1}']}]	['Metal-binding', 'Reference proteome', 'Signal', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B6HV34|A0A3B6HV34_WHEAT	36.667	60	37	1	76	135	94	152	1.97e-04	44.7	A0A3B6HV34	A0A3B6HV34_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_052554 {ECO:0000313|EMBL:KAF7043131.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B6JJ79|A0A3B6JJ79_WHEAT	36.667	60	37	1	76	135	94	152	1.98e-04	44.7	A0A3B6JJ79	A0A3B6JJ79_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_061383 {ECO:0000313|EMBL:KAF7053452.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B6GR00|A0A3B6GR00_WHEAT	43.478	46	24	2	80	125	127	170	3.00e-04	44.7	A0A3B6GR00	A0A3B6GR00_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_076418 {ECO:0000313|EMBL:KAF7070998.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6EC68|A0A3B6EC68_WHEAT	43.478	46	24	2	80	125	134	177	3.23e-04	44.7	A0A3B6EC68	A0A3B6EC68_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_034122 {ECO:0000313|EMBL:KAF7021126.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6GLR8|A0A3B6GLR8_WHEAT	43.478	46	24	2	80	125	130	173	3.51e-04	44.3	A0A3B6GLR8	A0A3B6GLR8_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_076417 {ECO:0000313|EMBL:KAF7070997.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B5ZXB2|A0A3B5ZXB2_WHEAT	34.409	93	41	4	34	126	133	205	4.18e-04	44.3	A0A3B5ZXB2	A0A3B5ZXB2_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_010273 {ECO:0000313|EMBL:KAF6993373.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6ISE8|A0A3B6ISE8_WHEAT	26.966	89	56	3	36	124	182	261	5.61e-04	44.3	A0A3B6ISE8	A0A3B6ISE8_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_058062 {ECO:0000313|EMBL:KAF7049542.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.']
AUGUSTUS_g1.t1	tr|A0A3B6FHZ0|A0A3B6FHZ0_WHEAT	43.478	46	24	2	80	125	130	173	7.32e-04	43.5	A0A3B6FHZ0	A0A3B6FHZ0_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_039946 {ECO:0000313|EMBL:KAF7027962.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B5Y418|A0A3B5Y418_WHEAT	40.816	49	25	1	80	128	126	170	7.52e-04	44.7	A0A3B5Y418	A0A3B5Y418_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B5Z2C1|A0A3B5Z2C1_WHEAT	40.816	49	25	1	80	128	124	168	7.57e-04	44.7	A0A3B5Z2C1	A0A3B5Z2C1_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_008002 {ECO:0000313|EMBL:KAF6990852.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
